127	0	0
126.968631	0.00762	0
126.874651	0.030353	0
126.718187	0.068199	0
126.499239	0.121031	0
126.218188	0.188595	0
125.875288	0.270891	0
125.470666	0.367538	0
125.005084	0.478409	0
124.478669	0.602996	0
123.892056	0.741172	0
123.24588	0.892302	0
122.540776	1.056132	0
121.777379	1.232281	0
120.956578	1.420241	0
120.078881	1.619377	0
119.145431	1.829435	0
118.157117	2.049653	0
117.114828	2.27965	0
116.01958	2.518918	0
114.872516	2.766695	0
113.674906	3.022473	0
112.427639	3.285744	0
111.132112	3.556	0
109.789468	3.832352	0
108.401231	4.114419	0
106.968798	4.401693	0
105.493312	4.693285	0
103.976424	4.988814	0
102.419658	5.287518	0
100.824411	5.589016	0
99.192334	5.892419	0
97.524951	6.197346	0
95.824167	6.502908	0
94.091379	6.808851	0
92.328365	7.114159	0
90.53703	7.418451	0
88.718898	7.721092	0
86.875874	8.02132	0
85.009863	8.3185	0
83.122516	8.61187	0
81.215992	8.901049	0
79.291815	9.185021	0
77.352144	9.463278	0
75.398757	9.735058	0
73.433559	9.999599	0
71.458709	10.256266	0
69.475858	10.504297	0
67.487165	10.74293	0
65.494535	10.971403	0
63.5	11.189081	0
61.505465	11.394948	0
59.512835	11.588623	0
57.524142	11.76909	0
55.541291	11.935841	0
53.566441	12.08786	0
51.601243	12.224766	0
49.647856	12.34567	0
47.708185	12.449937	0
45.784008	12.536932	0
43.877484	12.606147	0
41.990137	12.656947	0
40.124126	12.688824	0
38.281102	12.70127	0
36.46297	12.693904	0
34.671635	12.666345	0
32.908621	12.618212	0
31.175833	12.549251	0
29.475049	12.459335	0
27.807666	12.348083	0
26.175589	12.215622	0
24.580342	12.061952	0
23.023576	11.886946	0
21.506688	11.690858	0
20.031202	11.473688	0
18.598769	11.235817	0
17.210532	10.977499	0
15.867888	10.698988	0
14.572361	10.400792	0
13.325094	10.083292	0
12.127484	9.746996	0
10.98042	9.392412	0
9.885172	9.020175	0
8.842883	8.63092	0
7.854569	8.225028	0
6.921119	7.803388	0
6.043422	7.366635	0
5.222621	6.915277	0
4.459224	6.450076	0
3.75412	5.971667	0
3.107944	5.480812	0
2.521331	4.977892	0
1.994916	4.463669	0
1.529334	3.938524	0
1.124712	3.403219	0
0.781812	2.858262	0
0.500761	2.30378	0
0.281813	1.740535	0
0.125349	1.168527	0
0.031369	0.588264	0
0	0	0
0.031369	-0.588264	0
0.125349	-1.168527	0
0.281813	-1.740535	0
0.500761	-2.30378	0
0.781812	-2.858262	0
1.124712	-3.403219	0
1.529334	-3.938524	0
1.994916	-4.463669	0
2.521331	-4.977892	0
3.107944	-5.480812	0
3.75412	-5.971667	0
4.459224	-6.450076	0
5.222621	-6.915277	0
6.043422	-7.366635	0
6.921119	-7.803388	0
7.854569	-8.225028	0
8.842883	-8.63092	0
9.885172	-9.020175	0
10.98042	-9.392412	0
12.127484	-9.746996	0
13.325094	-10.083292	0
14.572361	-10.400792	0
15.867888	-10.698988	0
17.210532	-10.977499	0
18.598769	-11.235817	0
20.031202	-11.473688	0
21.506688	-11.690858	0
23.023576	-11.886946	0
24.580342	-12.061952	0
26.175589	-12.215622	0
27.807666	-12.348083	0
29.475049	-12.459335	0
31.175833	-12.549251	0
32.908621	-12.618212	0
34.671635	-12.666345	0
36.46297	-12.693904	0
38.281102	-12.70127	0
40.124126	-12.688824	0
41.990137	-12.656947	0
43.877484	-12.606147	0
45.784008	-12.536932	0
47.708185	-12.449937	0
49.647856	-12.34567	0
51.601243	-12.224766	0
53.566441	-12.08786	0
55.541291	-11.935841	0
57.524142	-11.76909	0
59.512835	-11.588623	0
61.505465	-11.394948	0
63.5	-11.189081	0
65.494535	-10.971403	0
67.487165	-10.74293	0
69.475858	-10.504297	0
71.458709	-10.256266	0
73.433559	-9.999599	0
75.398757	-9.735058	0
77.352144	-9.463278	0
79.291815	-9.185021	0
81.215992	-8.901049	0
83.122516	-8.61187	0
85.009863	-8.3185	0
86.875874	-8.02132	0
88.718898	-7.721092	0
90.53703	-7.418451	0
92.328365	-7.114159	0
94.091379	-6.808851	0
95.824167	-6.502908	0
97.524951	-6.197346	0
99.192334	-5.892419	0
100.824411	-5.589016	0
102.419658	-5.287518	0
103.976424	-4.988814	0
105.493312	-4.693285	0
106.968798	-4.401693	0
108.401231	-4.114419	0
109.789468	-3.832352	0
111.132112	-3.556	0
112.427639	-3.285744	0
113.674906	-3.022473	0
114.872516	-2.766695	0
116.01958	-2.518918	0
117.114828	-2.27965	0
118.157117	-2.049653	0
119.145431	-1.829435	0
120.078881	-1.619377	0
120.956578	-1.420241	0
121.777379	-1.232281	0
122.540776	-1.056132	0
123.24588	-0.892302	0
123.892056	-0.741172	0
124.478669	-0.602996	0
125.005084	-0.478409	0
125.470666	-0.367538	0
125.875288	-0.270891	0
126.218188	-0.188595	0
126.499239	-0.121031	0
126.718187	-0.068199	0
126.874651	-0.030353	0
126.968631	-0.00762	0
127	0	0
